,ACCLASS,AG_DRIV,ALCOHOL,AUTOMOBILE,CYCLIST,DATE,DISABILITY,EMERG_VEH,HOOD_ID,HOUR,INITDIR,INVAGE,LIGHT,LOCCOORD,MANOEUVER,MOTORCYCLE,PASSENGER,PEDESTRIAN,RDSFCOND,REDLIGHT,ROAD_CLASS,SPEEDING,TRAFFCTL,TRSN_CITY_VEH,TRUCK,VISIBILITY
12327,0,0,0,1,0,8,0,0,119,16,1,4,4,3,2,1,0,0,0,0,4,0,2,0,0,0
12329,1,0,0,1,0,8,0,0,117,6,2,8,4,3,2,0,1,0,0,0,4,0,2,1,0,0
12331,0,0,1,1,0,11,0,0,130,16,0,9,4,3,13,0,1,0,0,0,5,0,1,0,0,0
12336,0,1,0,1,1,9,0,0,110,14,0,12,4,3,2,0,0,0,0,0,5,0,1,0,0,0
12337,0,1,0,1,0,5,0,0,107,6,2,9,3,3,13,1,0,0,0,0,5,0,1,0,0,0
12338,0,1,0,1,0,5,0,0,107,6,1,8,3,3,2,1,0,0,0,0,5,0,1,0,0,0
12339,1,0,0,1,0,5,0,0,63,9,0,11,4,4,14,0,0,1,0,0,3,0,1,0,0,0
12341,0,0,0,0,0,5,0,0,129,19,1,3,4,4,2,1,0,0,0,0,3,0,1,0,0,0
12342,0,1,0,1,0,5,0,0,124,6,1,7,4,4,2,0,0,0,0,0,4,1,1,0,0,0
12343,0,1,0,1,0,5,0,0,124,6,2,3,4,4,2,0,0,0,0,0,4,1,1,0,0,0
12344,0,1,0,1,0,5,0,0,124,6,2,4,4,4,2,0,0,0,0,0,4,1,1,0,0,0
12347,0,0,0,0,0,5,0,0,75,7,1,3,4,3,10,0,0,1,0,0,4,0,1,0,1,0
12349,0,0,0,1,0,5,0,0,82,20,0,4,6,4,2,0,1,0,0,0,0,0,1,0,0,0
12351,0,1,0,1,0,5,0,0,38,0,3,3,1,3,2,0,0,1,0,0,4,0,1,0,0,0
12353,0,1,0,1,0,5,0,0,68,11,1,12,4,3,8,1,0,0,0,0,5,0,1,0,0,0
12354,0,1,0,1,0,5,0,0,68,11,1,4,4,3,2,1,0,0,0,0,5,0,1,0,0,0
12356,0,0,0,1,1,5,0,0,22,6,0,4,4,3,2,0,0,0,0,0,4,0,2,0,0,0
12359,0,0,0,1,0,5,0,0,124,8,3,10,4,4,2,0,1,1,0,0,4,0,1,0,0,0
12362,1,1,0,1,0,5,0,0,26,14,2,9,4,3,13,1,0,0,0,0,4,0,2,0,0,0
12363,1,1,0,1,0,5,0,0,26,14,1,4,4,3,2,1,0,0,0,0,4,0,2,0,0,0
12364,0,0,0,1,0,5,0,0,1,4,0,5,1,4,10,0,0,1,0,0,4,0,1,0,0,0
12367,0,0,0,1,0,5,0,0,18,6,1,2,4,4,10,0,0,1,0,0,3,0,1,0,0,0
12368,0,1,0,1,1,5,0,0,94,8,1,4,4,4,13,0,1,0,0,0,5,0,1,0,0,0
12371,0,1,0,1,0,5,0,0,28,12,2,9,4,3,13,0,0,0,0,0,4,0,2,0,0,0
12372,0,1,0,1,0,5,0,0,28,12,1,4,4,3,2,0,0,0,0,0,4,0,2,0,0,0
12373,0,1,0,1,0,5,0,0,132,20,1,3,4,3,0,1,0,0,0,0,4,0,2,0,0,0
12374,0,1,0,1,0,5,0,0,132,20,1,6,4,3,0,1,0,0,0,0,4,0,2,0,0,0
12375,0,0,0,1,0,5,0,0,107,14,1,13,5,3,14,0,0,1,0,0,4,0,2,0,0,0
12376,0,0,0,1,0,5,0,0,107,14,0,4,5,3,2,0,0,1,0,0,4,0,2,0,0,0
12377,0,0,0,1,0,5,0,0,107,14,0,9,5,3,7,0,0,1,0,0,4,0,2,0,0,0
12379,0,0,0,0,0,5,0,0,131,13,1,9,4,4,2,1,0,0,0,0,0,0,1,0,0,0
12380,0,0,0,1,0,5,0,0,121,18,3,2,4,3,2,0,1,1,0,0,4,0,2,0,0,0
12385,1,1,0,1,0,5,0,0,1,13,1,2,4,4,2,0,1,0,0,0,4,1,1,0,1,0
12386,1,1,0,1,0,5,0,0,1,13,1,9,4,4,2,0,1,0,0,0,4,1,1,0,1,0
12387,1,1,0,1,0,5,0,0,1,13,2,3,4,4,2,0,1,0,0,0,4,1,1,0,1,0
12388,1,1,0,1,0,5,0,0,1,13,1,12,4,4,2,0,1,0,0,0,4,1,1,0,1,0
12389,0,1,0,1,0,5,0,0,1,0,1,9,1,3,2,0,0,0,0,0,4,1,2,0,1,0
12390,0,1,0,1,0,5,0,0,1,0,1,6,1,3,12,0,0,0,0,0,4,1,2,0,1,0
12391,0,1,0,1,0,5,0,0,1,0,1,8,1,3,12,0,0,0,0,0,4,1,2,0,1,0
12392,0,0,0,1,0,5,0,0,85,15,2,5,4,3,2,0,1,1,0,0,5,0,1,0,0,0
12398,0,0,0,1,0,5,0,0,137,19,2,5,4,3,13,0,0,1,0,0,4,0,2,1,0,0
12399,0,0,0,1,0,5,0,0,137,19,1,6,4,3,2,0,0,1,0,0,4,0,2,1,0,0
12401,0,1,0,1,0,5,0,0,127,21,2,11,1,3,13,1,1,0,0,1,4,0,2,0,0,0
12402,0,1,0,1,0,5,0,0,127,21,1,6,1,3,2,1,1,0,0,1,4,0,2,0,0,0
12404,0,1,0,1,0,5,0,0,28,11,2,10,4,3,13,1,0,0,0,0,4,0,2,0,0,0
12405,0,1,0,1,0,5,0,0,28,11,1,2,4,3,2,1,0,0,0,0,4,0,2,0,0,0
12407,1,1,0,1,0,5,0,0,14,18,2,2,4,4,0,0,1,0,0,0,5,1,1,0,0,0
12408,1,1,0,1,0,5,0,0,14,18,1,3,4,4,2,0,1,0,0,0,5,1,1,0,0,0
12412,0,1,0,1,0,5,0,0,95,17,0,4,4,4,13,1,1,0,0,0,5,0,1,0,0,0
12413,0,1,0,1,0,5,0,0,95,17,2,2,4,4,2,1,1,0,0,0,5,0,1,0,0,0
12415,0,1,0,1,0,5,0,0,76,12,0,5,4,3,13,1,1,0,0,0,4,0,2,0,0,0
12416,0,1,0,1,0,5,0,0,76,12,2,5,4,3,2,1,1,0,0,0,4,0,2,0,0,0
12418,0,0,0,1,0,5,0,0,19,17,3,10,4,4,2,0,1,0,0,0,4,0,1,0,0,0
12419,0,0,0,1,0,5,0,0,19,17,3,10,4,4,2,0,1,0,0,0,4,0,1,0,0,0
12420,0,0,0,1,0,5,0,0,19,17,3,5,4,4,11,0,1,0,0,0,4,0,1,0,0,0
12422,1,0,0,1,0,5,0,0,42,14,2,12,4,4,2,0,0,0,0,0,4,0,1,0,1,0
12423,1,0,0,1,0,5,0,0,42,14,2,8,4,4,2,0,0,0,0,0,4,0,1,0,1,0
12424,0,1,0,1,0,5,0,0,56,16,3,13,4,3,13,0,1,0,0,0,4,0,2,0,0,0
12425,0,1,0,1,0,5,0,0,56,16,0,4,4,3,2,0,1,0,0,0,4,0,2,0,0,0
12429,0,1,0,1,0,5,0,0,113,17,2,3,4,3,14,0,1,1,0,0,4,0,2,0,0,0
12434,0,1,0,1,0,6,0,0,17,2,0,2,1,3,2,0,1,0,0,0,4,1,1,0,0,0
12437,0,0,1,1,0,11,0,0,130,16,3,11,4,3,2,0,1,0,0,0,5,0,1,0,0,0
12438,0,1,0,1,0,12,0,0,34,21,1,2,1,3,2,0,0,1,8,1,4,0,2,0,0,5
12440,0,0,0,1,0,10,0,0,93,9,0,2,4,4,0,0,1,1,0,0,4,0,1,0,0,0
12443,1,0,0,1,0,9,0,0,77,22,1,4,1,3,2,1,0,0,0,0,4,0,2,0,0,0
12449,0,1,0,0,1,12,0,0,73,9,1,4,4,3,13,0,0,0,8,0,5,0,0,0,1,5
12450,0,0,0,1,0,10,0,0,93,9,0,9,4,4,2,0,1,1,0,0,4,0,1,0,0,0
12451,1,0,0,1,0,9,0,0,77,22,2,11,1,3,13,1,0,0,0,0,4,0,2,0,0,0
12453,0,1,0,1,0,3,0,0,58,3,0,7,4,3,2,0,1,0,0,0,4,1,1,0,0,0
12455,0,1,0,1,1,1,0,0,14,20,0,8,1,3,13,0,0,0,0,0,4,0,2,0,0,0
12459,0,0,0,1,1,9,0,0,97,16,3,9,4,3,13,0,0,0,0,0,4,0,1,0,0,0
12460,0,1,0,1,1,11,0,0,42,20,3,1,0,3,2,0,0,0,0,0,4,0,2,0,0,0
12461,0,1,0,1,0,3,0,0,58,3,0,3,4,3,11,0,1,0,0,0,4,1,1,0,0,0
12462,0,1,0,0,0,12,0,0,31,18,2,8,1,3,13,0,0,1,0,0,4,0,1,0,1,0
12463,0,1,0,1,0,1,0,0,82,5,0,3,1,4,2,0,0,0,0,0,4,1,1,0,0,0
12464,0,0,0,1,1,10,0,0,84,12,0,4,4,3,12,0,1,0,0,0,4,0,1,0,0,0
12467,0,1,0,1,0,10,0,0,26,13,2,13,4,3,2,0,0,0,0,0,4,0,2,0,0,0
12468,0,0,0,1,0,10,0,0,46,9,2,8,4,3,13,0,0,1,0,0,0,0,2,0,0,0
12471,0,0,0,1,1,10,0,0,77,21,1,2,1,3,13,0,0,0,0,0,4,0,2,0,0,0
12472,1,0,0,1,0,10,0,0,110,14,3,6,4,3,13,0,0,1,0,0,4,0,2,0,0,0
12474,0,0,0,1,0,10,0,0,89,18,3,11,1,4,2,0,1,1,0,0,4,0,1,0,0,0
12478,0,0,0,1,0,10,0,0,131,19,2,10,1,3,2,0,0,1,0,0,5,0,2,0,0,0
12480,0,0,0,1,0,10,0,0,58,14,1,7,4,4,4,0,1,0,8,0,4,0,1,0,0,5
12481,0,0,0,1,0,10,0,0,58,14,2,4,4,4,2,0,1,0,8,0,4,0,1,0,0,5
12486,0,1,0,1,0,10,0,0,119,11,3,8,4,3,13,0,0,1,0,0,4,0,2,0,0,0
12487,0,1,0,1,0,10,0,0,119,11,0,2,4,3,2,0,0,1,0,0,4,0,2,0,0,0
12491,0,0,0,1,0,10,0,0,119,15,0,6,4,3,2,0,0,1,0,0,4,0,1,0,0,0
12496,0,1,0,1,0,10,0,0,138,19,2,3,1,3,14,0,0,1,0,0,4,0,2,0,0,0
12498,0,1,0,1,1,10,0,0,26,15,1,8,4,3,14,0,1,0,0,0,4,0,2,0,0,0
12501,0,0,0,1,0,10,1,0,117,17,2,12,1,4,2,0,1,0,0,0,4,0,1,0,0,0
12502,0,0,0,1,0,10,1,0,117,17,1,4,1,4,2,0,1,0,0,0,4,0,1,0,0,0
12504,0,1,0,1,0,10,0,0,10,6,1,8,1,3,2,0,0,1,8,0,4,0,1,0,0,5
12506,0,1,0,1,0,10,0,0,26,13,3,13,4,3,13,0,1,0,0,0,4,0,2,0,0,0
12507,0,1,0,1,0,10,0,0,26,13,0,8,4,3,2,0,1,0,0,0,4,0,2,0,0,0
12508,0,1,0,1,0,10,0,0,26,13,1,10,4,3,12,0,1,0,0,0,4,0,2,0,0,0
12512,0,0,0,1,0,10,0,0,137,15,0,6,4,3,2,0,0,1,0,0,4,0,2,0,0,0
12514,0,0,0,1,0,10,0,0,128,16,3,11,4,3,2,0,1,1,0,0,4,0,1,0,0,0
12518,0,1,0,1,0,10,0,0,20,17,0,6,4,3,2,0,1,0,0,1,5,0,2,0,0,0
12519,0,1,0,1,0,10,0,0,20,17,2,11,4,3,2,0,1,0,0,1,5,0,2,0,0,0
12520,0,1,0,1,0,10,0,0,20,17,1,3,4,3,2,0,1,0,0,1,5,0,2,0,0,0
12524,0,1,0,1,0,10,0,0,39,18,3,6,7,3,13,0,1,1,0,0,4,0,2,0,0,0
12530,0,1,0,1,0,10,0,0,60,23,1,11,1,3,3,1,0,0,8,0,4,1,1,0,0,5
12531,0,1,0,1,0,10,0,0,60,23,1,4,1,3,2,1,0,0,8,0,4,1,1,0,0,5
12532,0,0,0,1,0,11,0,0,70,1,0,6,1,4,2,0,1,1,8,0,5,0,1,0,0,5
12537,1,0,0,1,1,11,0,0,1,17,2,9,1,3,2,0,0,0,0,0,4,0,1,0,0,0
12538,1,0,0,1,1,11,0,0,1,17,2,10,1,3,2,0,0,0,0,0,4,0,1,0,0,0
12539,0,1,0,1,0,11,0,0,56,15,3,13,4,3,2,0,1,0,0,0,4,0,2,0,0,0
12540,0,1,0,1,0,11,0,0,56,15,2,8,4,3,2,0,1,0,0,0,4,0,2,0,0,0
12541,0,1,0,1,0,11,0,0,56,15,1,9,4,3,12,0,1,0,0,0,4,0,2,0,0,0
12543,0,0,0,1,0,11,0,0,52,20,1,14,3,3,2,0,0,1,0,0,4,0,2,0,0,0
12545,0,0,0,1,0,11,0,0,58,23,2,6,1,4,2,0,1,1,0,0,4,0,1,0,0,0
12548,0,0,0,1,0,11,0,0,28,6,0,10,1,3,13,0,0,1,8,0,4,0,2,0,0,5
12550,0,1,0,1,0,11,0,0,33,18,2,2,1,4,2,0,0,0,0,0,4,1,1,0,0,0
12551,0,1,0,1,0,11,0,0,33,18,2,5,1,4,2,0,0,0,0,0,4,1,1,0,0,0
12553,0,1,0,1,0,3,0,0,58,3,3,6,4,3,2,0,1,0,0,0,4,1,1,0,0,0
12554,0,0,0,1,0,1,0,0,139,21,3,11,1,3,2,0,0,1,0,0,4,0,2,0,0,0
12555,0,1,0,1,0,11,0,0,17,20,2,8,1,3,2,0,0,1,0,0,5,1,1,0,0,0
12557,0,1,0,1,0,12,0,0,43,8,2,9,4,3,13,0,0,1,0,0,4,0,2,0,0,0
12564,0,0,0,1,1,11,0,0,129,9,3,7,4,3,3,0,0,0,0,0,3,0,1,0,0,0
12565,0,1,0,1,1,3,0,0,83,3,3,6,1,3,13,0,1,0,0,0,5,0,2,0,0,0
12566,0,0,0,1,0,1,1,0,104,14,0,15,4,4,2,0,0,0,0,0,0,0,1,0,0,0
12567,0,0,0,0,0,12,0,0,82,8,0,4,4,3,2,0,0,1,0,0,4,0,2,1,0,0
12568,0,0,0,1,1,9,0,0,72,14,3,2,4,4,2,0,1,0,0,0,5,0,1,0,0,0
12571,0,0,0,1,0,1,1,0,104,14,3,12,4,4,2,0,0,0,0,0,0,0,1,0,0,0
12572,1,0,0,1,0,11,0,0,30,20,0,9,1,3,2,0,0,1,0,0,4,0,1,0,0,0
12575,0,0,0,1,0,11,0,0,77,6,3,8,3,3,13,0,1,0,0,0,4,0,2,0,0,0
12576,0,0,0,1,0,11,0,0,77,6,0,7,3,3,2,0,1,0,0,0,4,0,2,0,0,0
12578,1,0,0,1,0,11,0,0,139,17,2,11,1,4,2,0,0,1,8,0,4,0,1,0,0,5
12579,1,0,0,1,0,11,0,0,139,17,1,8,1,4,2,0,0,1,8,0,4,0,1,0,0,5
12581,0,0,0,1,0,11,0,0,131,0,0,5,1,3,2,0,0,1,8,0,4,0,2,0,0,5
12583,0,1,0,1,0,11,0,0,14,5,2,7,1,3,13,0,0,1,8,0,4,0,2,0,0,5
12585,0,1,1,1,0,11,0,0,45,0,2,12,1,3,2,0,0,0,0,0,0,1,2,0,0,0
12586,0,1,1,1,0,11,0,0,45,0,0,3,1,3,13,0,0,0,0,0,0,1,2,0,0,0
12588,0,0,0,1,0,11,0,0,119,13,3,4,4,3,2,0,0,0,8,0,4,0,2,0,0,5
12591,0,1,0,1,0,11,0,0,117,21,2,3,0,4,2,0,1,0,8,0,4,1,1,0,0,6
12592,0,1,0,1,0,11,0,0,117,21,1,6,0,4,2,0,1,0,8,0,4,1,1,0,0,6
12593,0,1,0,1,0,11,0,0,117,21,1,7,0,4,2,0,1,0,8,0,4,1,1,0,0,6
12596,1,1,0,1,0,11,0,0,129,6,1,3,0,3,2,0,0,1,8,1,4,1,2,0,0,6
12598,1,1,0,1,0,11,0,0,103,9,3,16,4,3,13,0,0,1,0,0,4,0,1,0,0,0
12600,0,0,0,1,0,11,0,0,87,22,3,8,1,4,2,0,0,1,0,0,4,0,1,0,0,0
12602,1,1,0,0,0,11,0,0,102,5,0,7,0,3,14,0,0,1,0,1,4,0,2,0,1,0
12604,0,1,0,1,1,11,0,0,86,8,1,5,4,3,9,0,0,0,0,0,5,0,1,0,0,0
12606,0,1,0,1,0,11,0,0,4,16,1,3,1,3,2,0,1,0,8,0,4,0,2,0,0,0
12607,0,1,0,1,0,11,0,0,4,16,1,7,1,3,12,0,1,0,8,0,4,0,2,0,0,0
12608,0,1,0,1,0,11,0,0,4,16,1,8,1,3,12,0,1,0,8,0,4,0,2,0,0,0
12611,1,1,0,1,0,11,0,0,39,17,2,3,1,3,13,0,0,1,0,0,4,0,1,0,0,0
12613,0,1,0,1,0,11,0,0,38,18,3,7,1,3,13,0,0,1,0,0,0,0,2,0,0,0
12615,0,1,0,0,0,12,0,0,14,21,0,9,0,3,13,0,0,1,8,0,4,0,2,0,1,5
12617,1,1,0,1,0,12,0,0,39,14,0,7,4,3,13,0,0,1,0,0,4,0,2,0,0,0
12620,1,1,0,1,0,12,0,0,123,20,3,4,1,4,2,0,0,0,0,0,4,1,1,0,0,0
12622,0,0,0,1,0,12,0,0,74,1,3,7,0,4,2,0,1,1,0,0,0,0,1,0,0,0
12627,0,0,0,1,0,12,0,0,21,6,0,10,1,3,2,0,0,1,0,0,4,0,2,0,0,0
12630,0,0,0,1,0,12,0,0,27,19,3,5,1,3,2,0,1,0,0,0,4,0,2,1,0,0
12633,0,0,0,1,1,12,0,0,95,21,2,8,1,3,2,0,1,0,8,0,5,0,2,0,0,5
12636,0,0,0,1,0,12,0,0,75,6,3,7,1,3,2,0,0,1,0,0,4,0,2,0,0,0
12638,0,0,0,1,0,12,0,0,89,19,2,2,1,3,0,1,1,0,0,0,4,0,1,0,0,0
12639,0,0,0,1,0,12,0,0,89,19,2,1,1,3,2,1,1,0,0,0,4,0,1,0,0,0
12641,0,1,0,1,1,12,0,0,87,15,2,5,4,3,2,0,1,0,8,0,4,0,2,0,0,5
12647,1,0,0,1,0,12,0,0,30,11,2,14,4,3,13,0,1,0,0,0,4,0,1,0,0,0
12648,1,0,0,1,0,12,0,0,30,11,1,9,4,3,11,0,1,0,0,0,4,0,1,0,0,0
12650,0,0,0,1,0,12,0,0,129,16,0,9,6,3,13,0,1,0,8,0,4,0,2,0,0,0
12651,0,0,0,1,0,12,0,0,129,16,3,8,6,3,2,0,1,0,8,0,4,0,2,0,0,0
12653,0,0,0,1,0,12,0,0,128,14,0,14,4,4,2,0,1,1,0,0,4,0,1,0,0,0
12656,0,0,0,1,0,12,0,0,99,22,1,8,1,3,2,0,1,1,0,0,4,0,2,0,0,0
12661,0,1,0,1,0,1,0,0,55,19,2,6,1,3,13,0,0,1,0,0,4,0,2,0,0,0
12662,0,0,0,1,0,3,0,0,82,16,3,6,4,4,2,0,1,0,0,0,4,0,1,0,0,0
12663,0,0,0,1,0,3,0,0,82,16,0,10,4,4,2,0,1,0,0,0,4,0,1,0,0,0
12668,0,1,0,1,0,3,0,0,126,19,3,5,7,3,14,0,0,1,8,0,4,0,2,0,0,5
12670,0,1,0,1,0,3,0,0,128,13,2,6,4,4,13,0,1,0,0,0,5,0,1,0,0,0
12671,0,1,0,1,0,3,0,0,128,13,3,5,4,4,2,0,1,0,0,0,5,0,1,0,0,0
12674,1,0,0,1,0,3,0,0,73,20,0,10,1,4,2,0,0,1,8,0,4,0,1,0,0,3
12675,0,1,1,1,0,3,0,0,131,0,0,3,1,3,2,0,0,0,6,1,4,1,2,0,0,3
12676,0,1,1,1,0,3,0,0,131,0,2,8,1,3,2,0,0,0,6,1,4,1,2,0,0,3
12677,0,1,0,1,0,3,0,0,76,20,0,10,7,3,13,0,0,1,8,0,4,0,2,0,0,5
12680,0,1,0,1,0,3,0,0,6,21,2,3,1,3,2,0,1,0,0,1,4,0,2,0,0,0
12681,0,1,0,1,0,3,0,0,6,21,0,8,1,3,13,0,1,0,0,1,4,0,2,0,0,0
12684,1,0,0,1,0,3,0,0,47,9,2,12,4,3,13,0,0,1,0,0,4,0,2,0,0,0
12686,0,0,0,1,1,3,0,0,78,6,3,11,5,3,2,0,1,0,8,0,4,0,2,0,0,5
12688,1,0,0,1,0,3,0,0,131,21,2,3,0,3,2,0,0,1,8,0,4,0,2,0,0,5
12690,0,0,0,0,0,3,0,0,107,22,1,6,1,3,8,0,1,0,8,0,5,0,2,1,0,5
12692,0,1,0,1,0,4,0,0,16,22,0,7,1,3,13,0,1,0,0,0,4,1,2,0,0,0
12693,0,1,0,1,0,4,0,0,16,22,3,2,1,3,2,0,1,0,0,0,4,1,2,0,0,0
12696,0,1,0,1,0,4,0,0,46,19,0,3,0,4,2,0,1,0,1,0,4,1,1,0,0,6
12697,0,1,0,1,0,4,0,0,46,19,3,6,0,4,2,0,1,0,1,0,4,1,1,0,0,6
12704,0,1,0,1,0,4,0,0,14,12,3,2,4,4,6,0,0,0,0,0,0,0,1,0,0,0
12705,0,1,0,1,0,4,0,0,14,12,3,9,4,4,13,0,0,0,0,0,0,0,1,0,0,0
12706,0,0,0,1,0,4,0,0,132,8,3,3,4,3,2,0,1,1,0,0,4,0,2,0,0,0
12709,0,0,0,0,0,4,0,0,16,14,2,9,4,3,2,0,0,1,0,0,5,0,1,1,0,0
12711,1,1,0,1,0,4,0,0,102,9,0,5,4,3,2,0,0,0,0,0,3,1,2,0,0,0
12712,1,1,0,1,0,4,0,0,102,9,1,10,4,3,12,0,0,0,0,0,3,1,2,0,0,0
12713,1,1,0,1,0,4,0,0,50,21,1,10,0,3,2,0,0,0,0,1,5,0,2,0,0,0
12714,1,1,0,1,0,4,0,0,50,21,3,4,0,3,2,0,0,0,0,1,5,0,2,0,0,0
12719,1,1,0,1,0,4,0,0,25,3,2,2,1,3,0,0,1,0,0,0,4,1,2,0,0,0
12720,1,1,0,1,0,4,0,0,25,3,2,7,1,3,12,0,1,0,0,0,4,1,2,0,0,0
12721,0,1,0,1,0,4,0,0,76,11,0,5,4,4,2,0,0,1,0,0,4,0,2,0,0,0
12723,0,1,0,1,0,4,0,0,131,11,2,3,4,3,13,0,0,0,8,0,3,0,2,0,0,0
12724,0,1,0,1,0,4,0,0,131,11,3,13,4,3,2,0,0,0,8,0,3,0,2,0,0,0
12725,0,0,0,1,0,4,0,0,39,8,2,13,4,3,2,0,1,0,0,0,4,0,1,0,0,0
12726,0,0,0,1,0,4,0,0,39,8,1,9,4,3,2,0,1,0,0,0,4,0,1,0,0,0
12729,1,0,0,1,0,4,0,0,117,17,1,9,4,3,2,0,0,1,0,0,4,0,2,0,0,0
12731,1,1,0,1,0,4,0,0,89,3,1,2,0,3,2,0,1,0,4,0,4,1,1,0,0,4
12732,0,0,0,1,0,4,0,0,47,15,2,13,4,3,13,0,0,1,0,0,4,0,2,0,0,0
12734,1,0,0,1,0,4,0,0,139,21,3,8,0,4,2,0,0,1,8,0,4,0,1,0,0,5
12737,0,1,0,1,0,4,0,0,1,19,1,4,4,3,2,0,0,0,0,0,0,0,2,0,0,0
12738,0,1,0,1,0,4,0,0,1,19,3,6,4,3,2,0,0,0,0,0,0,0,2,0,0,0
12739,0,1,0,1,0,4,0,0,82,18,3,4,4,4,2,0,0,0,0,0,4,1,1,1,0,0
12740,0,1,0,1,0,4,0,0,82,18,0,8,4,4,2,0,0,0,0,0,4,1,1,1,0,0
12741,0,1,0,1,0,4,0,0,82,18,0,2,4,4,2,0,0,0,0,0,4,1,1,1,0,0
12742,0,1,0,1,0,4,0,0,82,18,0,9,4,4,2,0,0,0,0,0,4,1,1,1,0,0
12743,0,1,0,1,1,4,0,0,73,20,1,4,1,3,2,0,0,0,0,1,4,0,2,0,0,0
12745,0,0,0,0,1,4,0,0,83,13,0,2,4,3,14,0,0,0,0,0,4,0,2,0,1,0
12747,0,0,0,1,0,4,0,0,56,19,3,9,4,4,2,0,1,0,0,0,0,0,1,0,0,0
12750,0,0,0,1,0,12,0,0,82,16,3,5,4,3,2,0,0,1,0,0,4,0,1,0,0,0
12752,0,1,0,1,0,9,0,0,120,2,2,7,1,3,2,0,1,0,0,1,4,0,2,0,0,0
12757,0,0,0,1,0,12,0,0,93,17,0,10,7,3,2,0,0,1,0,0,4,0,1,0,0,0
12760,0,1,0,1,0,12,0,0,120,12,3,6,4,3,2,0,0,0,0,0,4,0,1,0,0,0
12761,0,1,0,1,0,12,0,0,120,12,2,2,4,3,2,0,0,0,0,0,4,0,1,0,0,0
12762,0,1,0,1,0,12,0,0,73,18,3,3,0,3,14,0,0,1,0,0,5,0,2,0,0,0
12764,0,0,0,1,0,12,0,0,31,21,3,2,1,3,2,0,1,0,8,0,5,0,1,0,0,0
12765,0,0,0,1,0,12,0,0,31,21,2,12,1,3,2,0,1,0,8,0,5,0,1,0,0,0
12767,1,1,0,1,0,12,0,0,65,23,3,3,1,3,2,0,0,1,0,0,4,0,1,0,0,0
12769,0,1,0,1,0,1,0,0,99,19,2,12,1,3,14,0,0,1,0,0,4,0,2,0,0,0
12771,1,1,0,1,0,1,0,0,126,19,2,6,1,4,2,0,1,1,0,0,4,0,1,0,0,0
12776,0,1,0,1,0,1,0,0,45,15,0,8,4,3,2,0,1,0,0,0,0,0,2,0,0,0
12777,0,1,0,1,0,1,0,0,45,15,2,5,4,3,2,0,1,0,0,0,0,0,2,0,0,0
12780,0,0,0,1,0,1,0,0,48,6,0,12,1,4,2,0,0,1,0,0,4,0,1,0,0,0
12782,0,0,0,1,0,1,0,0,120,16,3,3,4,4,2,0,0,1,0,0,4,0,1,0,0,0
12784,1,0,0,1,0,1,0,0,110,14,0,6,4,3,13,0,0,0,0,0,4,0,2,0,0,0
12785,1,0,0,1,0,1,0,0,110,14,3,16,4,3,2,0,0,0,0,0,4,0,2,0,0,0
12786,1,1,0,1,0,1,0,0,19,5,2,6,1,4,2,0,0,0,8,0,4,1,1,0,0,0
12787,0,0,0,1,0,1,0,0,56,13,1,3,4,3,2,0,0,1,8,0,4,0,2,0,0,0
12789,0,1,0,1,0,1,0,0,126,4,3,2,1,4,2,0,0,0,8,0,5,1,1,0,0,5
12790,0,0,0,0,0,1,0,0,93,17,2,4,1,4,2,0,1,0,8,0,5,0,1,1,0,0
12792,0,0,0,1,0,1,0,0,131,16,3,9,0,3,2,0,0,1,0,0,4,0,1,0,0,0
12794,0,1,0,1,0,1,0,0,112,5,2,11,1,3,13,0,1,0,3,1,4,0,2,0,0,6
12795,0,1,0,1,0,1,0,0,112,5,1,6,1,3,2,0,1,0,3,1,4,0,2,0,0,6
12797,0,0,0,1,0,1,0,0,116,21,1,11,0,3,2,0,0,1,6,0,4,0,2,0,0,7
12799,0,1,0,1,0,1,0,0,43,13,3,13,4,3,13,0,1,0,0,0,4,0,2,0,0,0
12800,0,1,0,1,0,1,0,0,43,13,0,6,4,3,2,0,1,0,0,0,4,0,2,0,0,0
12802,1,1,0,1,0,1,0,0,116,11,3,5,4,3,13,0,0,0,8,0,4,0,2,0,1,0
12803,1,1,0,1,0,1,0,0,116,11,0,9,4,3,2,0,0,0,8,0,4,0,2,0,1,0
12804,0,1,0,1,0,1,0,0,81,13,3,10,4,3,13,0,0,1,0,0,4,0,2,0,0,0
12806,1,0,0,1,0,1,0,0,56,14,2,2,4,3,14,0,1,1,8,0,4,0,2,0,0,0
12811,0,0,0,1,0,1,0,0,1,7,3,3,4,4,2,0,0,0,8,0,4,0,1,0,0,0
12812,0,0,0,1,0,1,0,0,1,7,0,3,4,4,2,0,0,0,8,0,4,0,1,0,0,0
12813,0,0,0,1,0,1,0,0,78,11,1,5,4,4,3,0,1,0,0,0,4,0,1,0,0,0
12814,0,0,0,1,0,1,0,0,78,11,1,5,4,4,2,0,1,0,0,0,4,0,1,0,0,0
12819,0,0,0,1,0,1,0,0,94,15,2,8,4,4,2,0,0,1,0,0,5,0,1,0,0,0
12821,1,0,0,1,0,1,0,0,118,19,3,5,1,3,2,0,0,1,0,0,4,0,1,0,0,0
12823,0,1,0,1,0,1,0,0,34,13,3,2,4,3,2,0,0,0,0,0,5,1,2,0,1,0
